StudentID,Name,Gender,Subject,Score
110,Student_0110,Male,Social Studies,52.0
111,Student_0111,Female,English,59.0
112,Student_0112,Male,English,97.0
113,Student_0113,Female,English,65.0
114,Student_0114,Female,English,71.0
115,Student_0115,Male,Mathematics,81.0
116,Student_0116,Female,English,75.0
117,Student_0117,Male,Computer Science,70.0
118,Student_0118,Female,Computer Science,73.0
119,Student_0119,Female,Mathematics,100.0
120,Student_0120,Male,English,67.0
121,Student_0121,Female,English,71.0
122,Student_0122,Male,English,84.0
123,Student_0123,Female,Social Studies,85.0
124,Student_0124,Male,Science,86.0
125,Student_0125,Male,Social Studies,78.0
126,Student_0126,Female,Science,51.0
127,Student_0127,Female,English,93.0
128,Student_0128,Male,English,51.0
129,Student_0129,Female,Social Studies,73.0
130,Student_0130,Female,Social Studies,57.0
131,Student_0131,Female,Science,67.0
132,Student_0132,Male,Computer Science,73.0
133,Student_0133,Male,Science,73.0
134,Student_0134,Male,Social Studies,74.0
135,Student_0135,Male,Social Studies,92.0
136,Student_0136,Male,Mathematics,
137,Student_0137,Male,Social Studies,64.0
138,Student_0138,Male,Mathematics,82.0
139,Student_0139,Male,Computer Science,86.0
140,Student_0140,Male,Science,50.0
141,Student_0141,Female,Science,77.0
142,Student_0142,Male,Mathematics,79.0
143,Student_0143,Female,Science,64.0
144,Student_0144,Female,Social Studies,
145,Student_0145,Female,English,66.0
146,Student_0146,Male,Mathematics,70.0
147,Student_0147,Male,Science,65.0
148,Student_0148,Male,Mathematics,68.0
149,Student_0149,Male,Mathematics,52.0
150,Student_0150,Female,English,46.0
151,Student_0151,Male,Social Studies,92.0
152,Student_0152,Male,Mathematics,55.0
153,Student_0153,Male,Science,53.0
154,Student_0154,Male,Computer Science,36.0
155,Student_0155,Male,Mathematics,58.0
156,Student_0156,Female,Mathematics,48.0
157,Student_0157,Male,English,93.0
158,Student_0158,Female,Social Studies,83.0
159,Student_0159,Male,Computer Science,58.0
160,Student_0160,Female,Science,100.0
161,Student_0161,Male,Computer Science,83.0
162,Student_0162,Male,Science,63.0
163,Student_0163,Female,Social Studies,31.0
164,Student_0164,Female,Science,100.0
165,Student_0165,Female,English,47.0
166,Student_0166,Male,English,43.0
167,Student_0167,Female,English,83.0
168,Student_0168,Male,English,100.0
169,Student_0169,Male,Computer Science,89.0
170,Student_0170,Female,Social Studies,76.0
171,Student_0171,Female,Science,77.0
172,Student_0172,Male,Science,81.0
173,Student_0173,Male,English,79.0
174,Student_0174,Female,English,72.0
175,Student_0175,Female,Mathematics,70.0
176,Student_0176,Female,Social Studies,67.0
177,Student_0177,Male,Computer Science,57.0
178,Student_0178,Male,Science,64.0
179,Student_0179,Male,Mathematics,43.0
180,Student_0180,Male,Mathematics,67.0
181,Student_0181,Male,Science,53.0
182,Student_0182,Male,Computer Science,51.0
183,Student_0183,Female,Mathematics,71.0
184,Student_0184,Male,Mathematics,89.0
185,Student_0185,Male,Social Studies,82.0
186,Student_0186,Male,Computer Science,44.0
187,Student_0187,Female,Mathematics,53.0
188,Student_0188,Male,Computer Science,82.0
189,Student_0189,Male,Science,53.0
190,Student_0190,Female,English,65.0
191,Student_0191,Male,Mathematics,76.0
192,Student_0192,Male,Social Studies,53.0
193,Student_0193,Male,Science,70.0
194,Student_0194,Male,Computer Science,48.0
195,Student_0195,Male,Science,59.0
196,Student_0196,Female,Mathematics,73.0
197,Student_0197,Female,Computer Science,44.0
198,Student_0198,Female,English,75.0
199,Student_0199,Male,Science,68.0
200,Student_0200,Male,Mathematics,76.0
201,Student_0201,Male,Social Studies,71.0
202,Student_0202,Female,Computer Science,88.0
203,Student_0203,Male,Science,70.0
204,Student_0204,Male,Science,62.0
205,Student_0205,Female,English,70.0
206,Student_0206,Male,English,76.0
207,Student_0207,Female,Social Studies,69.0
208,Student_0208,Female,Social Studies,69.0
209,Student_0209,Female,Mathematics,57.0
210,Student_0210,Male,Mathematics,58.0
211,Student_0211,Male,Social Studies,47.0
212,Student_0212,Male,Social Studies,94.0
213,Student_0213,Male,Computer Science,49.0
214,Student_0214,Male,English,58.0
215,Student_0215,Male,Mathematics,57.0
216,Student_0216,Male,English,81.0
217,Student_0217,Female,English,64.0
218,Student_0218,Male,Social Studies,87.0
219,Student_0219,Female,Computer Science,58.0
220,Student_0220,Male,Science,72.0
221,Student_0221,Male,Computer Science,55.0
222,Student_0222,Male,Computer Science,100.0
223,Student_0223,Female,English,50.0
224,Student_0224,Female,Computer Science,73.0
225,Student_0225,Female,Mathematics,78.0
226,Student_0226,Female,English,74.0
227,Student_0227,Male,Mathematics,65.0
228,Student_0228,Female,Science,66.0
229,Student_0229,Male,English,69.0
230,Student_0230,Male,Science,66.0
231,Student_0231,Female,English,82.0
232,Student_0232,Female,Social Studies,100.0
233,Student_0233,Female,Computer Science,60.0
234,Student_0234,Female,Social Studies,47.0
235,Student_0235,Female,Science,67.0
236,Student_0236,Female,Computer Science,100.0
237,Student_0237,Female,English,56.0
238,Student_0238,Female,Computer Science,93.0
239,Student_0239,Male,Mathematics,93.0
240,Student_0240,Female,Computer Science,60.0
241,Student_0241,Female,Mathematics,77.0
242,Student_0242,Male,Computer Science,92.0
243,Student_0243,Female,Mathematics,62.0
244,Student_0244,Male,Science,65.0
245,Student_0245,Male,Social Studies,59.0
246,Student_0246,Female,English,53.0
247,Student_0247,Male,Computer Science,58.0
248,Student_0248,Male,Social Studies,50.0
249,Student_0249,Male,English,69.0
250,Student_0250,Male,English,56.0
251,Student_0251,Female,Mathematics,72.0
252,Student_0252,Male,Science,45.0
253,Student_0253,Female,Science,73.0
254,Student_0254,Male,Social Studies,81.0
255,Student_0255,Male,Science,38.0
256,Student_0256,Male,Computer Science,74.0
257,Student_0257,Male,Science,
258,Student_0258,Female,Social Studies,
259,Student_0259,Female,Science,
260,Student_0260,Male,Computer Science,74.0
261,Student_0261,Male,Mathematics,57.0
262,Student_0262,Female,Social Studies,67.0
263,Student_0263,Male,Mathematics,76.0
264,Student_0264,Male,Mathematics,69.0
265,Student_0265,Male,Mathematics,76.0
266,Student_0266,Female,English,54.0
267,Student_0267,Female,English,71.0
268,Student_0268,Female,Mathematics,47.0
269,Student_0269,Male,Social Studies,
270,Student_0270,Male,Computer Science,54.0
271,Student_0271,Female,Computer Science,57.0
272,Student_0272,Female,Science,87.0
273,Student_0273,Female,Social Studies,84.0
274,Student_0274,Female,English,77.0
275,Student_0275,Male,Mathematics,
276,Student_0276,Female,Science,63.0
277,Student_0277,Male,Computer Science,86.0
278,Student_0278,Female,English,70.0
279,Student_0279,Male,English,100.0
280,Student_0280,Female,Mathematics,74.0
281,Student_0281,Female,Computer Science,71.0
282,Student_0282,Female,Social Studies,63.0
283,Student_0283,Female,English,70.0
284,Student_0284,Male,Mathematics,66.0
285,Student_0285,Female,Social Studies,79.0
286,Student_0286,Male,Computer Science,
287,Student_0287,Male,English,56.0
288,Student_0288,Male,Social Studies,48.0
289,Student_0289,Male,Social Studies,40.0
290,Student_0290,Female,Social Studies,76.0
291,Student_0291,Male,English,51.0
292,Student_0292,Male,English,36.0
293,Student_0293,Male,Science,74.0
294,Student_0294,Female,Computer Science,100.0
295,Student_0295,Female,Mathematics,68.0
296,Student_0296,Female,Social Studies,81.0
297,Student_0297,Female,Science,69.0
298,Student_0298,Male,Mathematics,67.0
299,Student_0299,Male,Science,82.0
300,Student_0300,Female,English,64.0
301,Student_0301,Male,Social Studies,72.0
302,Student_0302,Male,Mathematics,73.0
303,Student_0303,Male,Mathematics,58.0
304,Student_0304,Female,Mathematics,83.0
305,Student_0305,Female,Mathematics,65.0
306,Student_0306,Male,Mathematics,57.0
307,Student_0307,Female,Science,76.0
308,Student_0308,Female,Social Studies,55.0
309,Student_0309,Female,English,68.0
310,Student_0310,Female,English,68.0
311,Student_0311,Female,English,84.0
312,Student_0312,Male,English,75.0
313,Student_0313,Female,Science,68.0
314,Student_0314,Male,Computer Science,80.0
315,Student_0315,Male,Social Studies,89.0
316,Student_0316,Female,Mathematics,76.0
317,Student_0317,Male,Computer Science,68.0
318,Student_0318,Male,English,48.0
319,Student_0319,Male,Computer Science,52.0
320,Student_0320,Female,Social Studies,63.0
321,Student_0321,Female,Mathematics,59.0
322,Student_0322,Male,Mathematics,65.0
323,Student_0323,Female,Social Studies,69.0
324,Student_0324,Female,Social Studies,76.0
325,Student_0325,Female,English,67.0
326,Student_0326,Female,Mathematics,75.0
327,Student_0327,Male,Computer Science,69.0
328,Student_0328,Male,Science,38.0
329,Student_0329,Female,Science,54.0
330,Student_0330,Female,Social Studies,66.0
331,Student_0331,Male,English,50.0
332,Student_0332,Male,Science,77.0
333,Student_0333,Female,Mathematics,91.0
334,Student_0334,Male,Social Studies,86.0
335,Student_0335,Female,Computer Science,65.0
336,Student_0336,Female,Social Studies,90.0
337,Student_0337,Male,Computer Science,70.0
338,Student_0338,Male,Social Studies,63.0
339,Student_0339,Female,Social Studies,59.0
340,Student_0340,Female,Social Studies,63.0
341,Student_0341,Male,Computer Science,62.0
342,Student_0342,Female,Computer Science,71.0
343,Student_0343,Male,Social Studies,70.0
344,Student_0344,Female,Science,68.0
345,Student_0345,Male,English,75.0
346,Student_0346,Male,English,86.0
347,Student_0347,Male,English,82.0
348,Student_0348,Female,Computer Science,46.0
349,Student_0349,Female,Computer Science,30.0
350,Student_0350,Male,Science,82.0
351,Student_0351,Female,English,47.0
352,Student_0352,Male,English,65.0
353,Student_0353,Male,Social Studies,50.0
354,Student_0354,Female,Computer Science,41.0
355,Student_0355,Female,English,76.0
356,Student_0356,Male,Science,79.0
357,Student_0357,Female,Science,59.0
358,Student_0358,Female,English,29.0
359,Student_0359,Male,Computer Science,60.0
360,Student_0360,Male,Science,74.0
361,Student_0361,Female,Social Studies,46.0
362,Student_0362,Male,Science,71.0
363,Student_0363,Male,Mathematics,68.0
364,Student_0364,Female,Mathematics,77.0
365,Student_0365,Male,Computer Science,70.0
366,Student_0366,Male,English,53.0
367,Student_0367,Female,Computer Science,86.0
368,Student_0368,Female,Computer Science,66.0
369,Student_0369,Male,Computer Science,68.0
370,Student_0370,Male,Computer Science,54.0
371,Student_0371,Female,Social Studies,61.0
372,Student_0372,Female,Social Studies,55.0
373,Student_0373,Female,Science,65.0
374,Student_0374,Female,Mathematics,94.0
375,Student_0375,Male,Computer Science,47.0
376,Student_0376,Female,Science,44.0
377,Student_0377,Female,Mathematics,90.0
378,Student_0378,Male,English,65.0
379,Student_0379,Female,Social Studies,58.0
380,Student_0380,Male,Mathematics,84.0
381,Student_0381,Female,English,59.0
382,Student_0382,Female,Mathematics,95.0
383,Student_0383,Female,Social Studies,78.0
384,Student_0384,Male,Social Studies,61.0
385,Student_0385,Male,Science,100.0
386,Student_0386,Female,Computer Science,59.0
387,Student_0387,Male,Mathematics,79.0
388,Student_0388,Male,Mathematics,72.0
389,Student_0389,Male,English,88.0
390,Student_0390,Male,Social Studies,91.0
391,Student_0391,Male,Mathematics,68.0
392,Student_0392,Male,Social Studies,57.0
393,Student_0393,Female,Mathematics,75.0
394,Student_0394,Female,Science,58.0
395,Student_0395,Male,Computer Science,98.0
396,Student_0396,Female,Mathematics,
397,Student_0397,Female,Social Studies,63.0
398,Student_0398,Female,Science,71.0
399,Student_0399,Female,Mathematics,48.0
400,Student_0400,Male,English,53.0
401,Student_0401,Female,Computer Science,86.0
402,Student_0402,Female,Mathematics,58.0
403,Student_0403,Male,Science,52.0
404,Student_0404,Male,English,76.0
405,Student_0405,Female,Science,86.0
406,Student_0406,Female,Science,79.0
407,Student_0407,Female,English,83.0
408,Student_0408,Female,Science,57.0
409,Student_0409,Female,English,47.0
410,Student_0410,Female,Mathematics,91.0
411,Student_0411,Male,English,63.0
412,Student_0412,Female,English,64.0
413,Student_0413,Female,Computer Science,88.0
414,Student_0414,Male,English,76.0
415,Student_0415,Male,English,75.0
416,Student_0416,Male,Mathematics,100.0
417,Student_0417,Male,Computer Science,58.0
418,Student_0418,Female,Social Studies,
419,Student_0419,Female,Mathematics,69.0
420,Student_0420,Female,Mathematics,72.0
421,Student_0421,Female,Social Studies,91.0
422,Student_0422,Female,English,76.0
423,Student_0423,Female,Science,76.0
424,Student_0424,Male,Computer Science,84.0
425,Student_0425,Female,Science,63.0
426,Student_0426,Male,Social Studies,55.0
427,Student_0427,Male,Mathematics,52.0
428,Student_0428,Female,Mathematics,39.0
429,Student_0429,Male,Computer Science,99.0
430,Student_0430,Female,Mathematics,51.0
431,Student_0431,Male,Mathematics,65.0
432,Student_0432,Female,Computer Science,64.0
433,Student_0433,Male,Computer Science,73.0
434,Student_0434,Female,Social Studies,80.0
435,Student_0435,Female,Mathematics,81.0
436,Student_0436,Female,Mathematics,59.0
437,Student_0437,Female,Social Studies,65.0
438,Student_0438,Female,English,72.0
439,Student_0439,Male,English,64.0
440,Student_0440,Male,English,92.0
441,Student_0441,Male,Social Studies,75.0
442,Student_0442,Female,Mathematics,
443,Student_0443,Male,Social Studies,78.0
444,Student_0444,Female,Social Studies,
445,Student_0445,Female,English,71.0
446,Student_0446,Male,Science,49.0
447,Student_0447,Male,Mathematics,74.0
448,Student_0448,Female,English,58.0
449,Student_0449,Male,Science,60.0
450,Student_0450,Female,Science,77.0
451,Student_0451,Female,Computer Science,87.0
452,Student_0452,Female,Mathematics,68.0
453,Student_0453,Female,Science,73.0
454,Student_0454,Female,English,94.0
455,Student_0455,Male,Computer Science,72.0
456,Student_0456,Male,Mathematics,100.0
457,Student_0457,Female,Social Studies,76.0
458,Student_0458,Female,English,42.0
459,Student_0459,Male,Science,79.0
460,Student_0460,Male,Science,74.0
461,Student_0461,Female,English,87.0
462,Student_0462,Male,Science,78.0
463,Student_0463,Female,Computer Science,66.0
464,Student_0464,Male,Mathematics,50.0
465,Student_0465,Female,Computer Science,65.0
466,Student_0466,Male,Science,55.0
467,Student_0467,Female,Social Studies,59.0
468,Student_0468,Male,Mathematics,77.0
469,Student_0469,Male,Mathematics,93.0
470,Student_0470,Female,English,74.0
471,Student_0471,Male,English,50.0
472,Student_0472,Female,Social Studies,75.0
473,Student_0473,Male,Mathematics,86.0
474,Student_0474,Female,Social Studies,59.0
475,Student_0475,Male,English,66.0
476,Student_0476,Female,English,68.0
477,Student_0477,Male,Mathematics,56.0
478,Student_0478,Female,Computer Science,78.0
479,Student_0479,Male,Science,66.0
480,Student_0480,Female,English,74.0
481,Student_0481,Female,English,55.0
482,Student_0482,Female,Computer Science,61.0
483,Student_0483,Male,Computer Science,79.0
484,Student_0484,Female,Social Studies,62.0
485,Student_0485,Male,Social Studies,94.0
486,Student_0486,Female,Science,62.0
487,Student_0487,Male,Science,
488,Student_0488,Female,Mathematics,82.0
489,Student_0489,Male,Social Studies,47.0
490,Student_0490,Male,English,42.0
491,Student_0491,Female,Social Studies,45.0
492,Student_0492,Male,English,87.0
493,Student_0493,Male,Computer Science,60.0
494,Student_0494,Female,Social Studies,100.0
495,Student_0495,Male,Computer Science,60.0
496,Student_0496,Male,Science,71.0
497,Student_0497,Male,Science,91.0
498,Student_0498,Female,Mathematics,98.0
499,Student_0499,Male,Social Studies,99.0
500,Student_0500,Female,Computer Science,86.0
501,Student_0501,Male,English,83.0
502,Student_0502,Male,Science,77.0
503,Student_0503,Male,Science,80.0
504,Student_0504,Female,English,60.0
505,Student_0505,Male,Computer Science,56.0
506,Student_0506,Male,Computer Science,68.0
507,Student_0507,Female,Social Studies,65.0
508,Student_0508,Male,Social Studies,61.0
509,Student_0509,Female,Mathematics,
510,Student_0510,Female,Science,82.0
511,Student_0511,Male,Social Studies,69.0
512,Student_0512,Female,Computer Science,90.0
513,Student_0513,Male,English,51.0
514,Student_0514,Female,Computer Science,65.0
515,Student_0515,Female,Science,57.0
516,Student_0516,Male,Computer Science,40.0
517,Student_0517,Female,Mathematics,67.0
518,Student_0518,Female,Science,66.0
519,Student_0519,Female,English,91.0
520,Student_0520,Female,Mathematics,77.0
521,Student_0521,Female,Science,53.0
522,Student_0522,Male,English,96.0
523,Student_0523,Female,Mathematics,86.0
524,Student_0524,Male,Mathematics,77.0
525,Student_0525,Female,Science,65.0
526,Student_0526,Male,Social Studies,54.0
527,Student_0527,Male,Mathematics,62.0
528,Student_0528,Female,Mathematics,84.0
529,Student_0529,Female,English,96.0
530,Student_0530,Female,Computer Science,91.0
531,Student_0531,Male,Science,61.0
532,Student_0532,Female,Science,51.0
533,Student_0533,Male,Social Studies,70.0
534,Student_0534,Male,Social Studies,41.0
535,Student_0535,Male,Science,73.0
536,Student_0536,Female,Social Studies,66.0
537,Student_0537,Female,English,61.0
538,Student_0538,Male,Science,44.0
539,Student_0539,Male,Social Studies,76.0
540,Student_0540,Female,Science,60.0
541,Student_0541,Male,Computer Science,50.0
542,Student_0542,Female,Mathematics,25.0
543,Student_0543,Male,Science,68.0
544,Student_0544,Female,Mathematics,95.0
545,Student_0545,Male,Social Studies,93.0
546,Student_0546,Female,Mathematics,61.0
547,Student_0547,Male,Science,59.0
548,Student_0548,Female,Computer Science,75.0
549,Student_0549,Female,Social Studies,53.0
550,Student_0550,Male,Science,73.0
551,Student_0551,Male,Social Studies,79.0
552,Student_0552,Female,English,86.0
553,Student_0553,Male,Mathematics,66.0
554,Student_0554,Female,English,65.0
555,Student_0555,Male,Science,55.0
556,Student_0556,Female,Computer Science,56.0
557,Student_0557,Female,Social Studies,65.0
558,Student_0558,Female,Mathematics,74.0
559,Student_0559,Female,Social Studies,82.0
560,Student_0560,Female,Science,56.0
561,Student_0561,Female,Social Studies,90.0
562,Student_0562,Male,Mathematics,64.0
563,Student_0563,Male,Science,68.0
564,Student_0564,Male,Social Studies,57.0
565,Student_0565,Female,Computer Science,32.0
566,Student_0566,Female,Science,81.0
567,Student_0567,Female,Science,79.0
568,Student_0568,Female,Computer Science,64.0
569,Student_0569,Male,English,69.0
570,Student_0570,Male,Mathematics,76.0
571,Student_0571,Female,English,45.0
572,Student_0572,Male,Social Studies,60.0
573,Student_0573,Male,Computer Science,80.0
574,Student_0574,Female,English,49.0
575,Student_0575,Male,Science,72.0
576,Student_0576,Female,Social Studies,48.0
577,Student_0577,Male,Social Studies,75.0
578,Student_0578,Female,English,67.0
579,Student_0579,Female,English,44.0
580,Student_0580,Female,Computer Science,85.0
581,Student_0581,Female,Mathematics,57.0
582,Student_0582,Male,English,56.0
583,Student_0583,Female,English,71.0
584,Student_0584,Female,Science,85.0
585,Student_0585,Female,Social Studies,53.0
586,Student_0586,Male,Mathematics,69.0
587,Student_0587,Female,Science,74.0
588,Student_0588,Male,Computer Science,78.0
589,Student_0589,Female,Computer Science,71.0
590,Student_0590,Male,English,62.0
591,Student_0591,Male,English,56.0
592,Student_0592,Female,Computer Science,
593,Student_0593,Male,English,52.0
594,Student_0594,Female,Mathematics,24.0
595,Student_0595,Female,English,75.0
596,Student_0596,Female,Social Studies,82.0
597,Student_0597,Male,English,33.0
598,Student_0598,Male,Science,53.0
599,Student_0599,Female,Mathematics,77.0
600,Student_0600,Female,Science,99.0
601,Student_0601,Male,Science,68.0
602,Student_0602,Female,Social Studies,57.0
603,Student_0603,Female,Mathematics,65.0
604,Student_0604,Female,Mathematics,89.0
605,Student_0605,Male,Mathematics,58.0
606,Student_0606,Male,Mathematics,56.0
607,Student_0607,Male,Mathematics,61.0
608,Student_0608,Female,Social Studies,54.0
609,Student_0609,Female,English,70.0
610,Student_0610,Female,Science,92.0
611,Student_0611,Male,Mathematics,73.0
612,Student_0612,Female,English,64.0
613,Student_0613,Female,English,64.0
614,Student_0614,Female,Science,45.0
615,Student_0615,Female,Social Studies,81.0
616,Student_0616,Male,Computer Science,67.0
617,Student_0617,Male,Computer Science,65.0
618,Student_0618,Female,English,100.0
619,Student_0619,Male,Science,72.0
620,Student_0620,Male,Computer Science,57.0
621,Student_0621,Female,English,62.0
622,Student_0622,Female,Social Studies,85.0
623,Student_0623,Male,Computer Science,70.0
624,Student_0624,Female,English,46.0
625,Student_0625,Male,English,82.0
626,Student_0626,Female,Mathematics,58.0
627,Student_0627,Male,Social Studies,96.0
628,Student_0628,Female,Mathematics,84.0
629,Student_0629,Male,Science,61.0
630,Student_0630,Male,Mathematics,87.0
631,Student_0631,Male,Mathematics,69.0
632,Student_0632,Female,Computer Science,81.0
633,Student_0633,Male,English,75.0
634,Student_0634,Male,Social Studies,55.0
635,Student_0635,Female,Mathematics,58.0
636,Student_0636,Female,Social Studies,83.0
637,Student_0637,Male,Mathematics,63.0
638,Student_0638,Male,Science,62.0
639,Student_0639,Female,Mathematics,54.0
640,Student_0640,Female,Computer Science,74.0
641,Student_0641,Female,English,99.0
642,Student_0642,Female,Science,52.0
643,Student_0643,Female,Mathematics,
644,Student_0644,Male,Social Studies,89.0
645,Student_0645,Female,Science,67.0
646,Student_0646,Male,Science,75.0
647,Student_0647,Male,Mathematics,52.0
648,Student_0648,Male,Science,74.0
649,Student_0649,Female,Social Studies,65.0
650,Student_0650,Male,Science,83.0
651,Student_0651,Male,Social Studies,86.0
652,Student_0652,Female,Mathematics,100.0
653,Student_0653,Male,English,
654,Student_0654,Male,Science,73.0
655,Student_0655,Female,English,71.0
656,Student_0656,Male,Social Studies,63.0
657,Student_0657,Male,Science,73.0
658,Student_0658,Male,Computer Science,64.0
659,Student_0659,Female,English,71.0
660,Student_0660,Female,Science,88.0
661,Student_0661,Female,English,53.0
662,Student_0662,Male,Science,85.0
663,Student_0663,Male,Mathematics,88.0
664,Student_0664,Female,English,66.0
665,Student_0665,Male,Computer Science,36.0
666,Student_0666,Male,Computer Science,59.0
667,Student_0667,Female,Social Studies,87.0
668,Student_0668,Female,Science,68.0
669,Student_0669,Male,English,53.0
670,Student_0670,Male,Social Studies,60.0
671,Student_0671,Male,English,81.0
672,Student_0672,Female,Science,76.0
673,Student_0673,Female,Computer Science,64.0
674,Student_0674,Female,Mathematics,62.0
675,Student_0675,Female,Computer Science,62.0
676,Student_0676,Male,Social Studies,54.0
677,Student_0677,Female,Mathematics,92.0
678,Student_0678,Female,Social Studies,63.0
679,Student_0679,Female,Science,86.0
680,Student_0680,Female,Mathematics,91.0
681,Student_0681,Female,Social Studies,83.0
682,Student_0682,Male,Science,62.0
683,Student_0683,Male,Computer Science,74.0
684,Student_0684,Female,Science,68.0
685,Student_0685,Male,English,54.0
686,Student_0686,Female,Science,73.0
687,Student_0687,Female,Science,50.0
688,Student_0688,Male,English,86.0
689,Student_0689,Male,Social Studies,61.0
690,Student_0690,Female,Social Studies,71.0
691,Student_0691,Female,Science,72.0
692,Student_0692,Female,English,64.0
693,Student_0693,Male,English,77.0
694,Student_0694,Female,Computer Science,61.0
695,Student_0695,Female,Social Studies,81.0
696,Student_0696,Female,Mathematics,48.0
697,Student_0697,Male,Social Studies,70.0
698,Student_0698,Female,Social Studies,97.0
699,Student_0699,Female,Computer Science,53.0
700,Student_0700,Male,Mathematics,58.0
701,Student_0701,Female,Computer Science,76.0
702,Student_0702,Female,Mathematics,71.0
703,Student_0703,Male,Science,73.0
704,Student_0704,Female,Mathematics,75.0
705,Student_0705,Male,Computer Science,78.0
706,Student_0706,Male,Social Studies,85.0
707,Student_0707,Female,Mathematics,74.0
708,Student_0708,Female,Mathematics,64.0
709,Student_0709,Female,English,78.0
710,Student_0710,Female,Social Studies,96.0
711,Student_0711,Male,Science,66.0
712,Student_0712,Female,Computer Science,53.0
713,Student_0713,Male,Science,85.0
714,Student_0714,Female,Social Studies,66.0
715,Student_0715,Female,Mathematics,35.0
716,Student_0716,Female,Mathematics,81.0
